values; percentile
1.26; 0.00
1.31; 0.00
1.31; 0.00
1.35; 0.00
1.36; 0.00
1.37; 0.00
1.40; 0.00
1.40; 0.00
1.43; 0.00
1.44; 0.00
1.44; 0.00
1.45; 0.00
1.46; 0.00
1.48; 0.00
1.49; 0.00
1.49; 0.00
1.49; 0.00
1.49; 0.00
1.50; 0.00
1.50; 0.00
1.50; 0.00
1.51; 0.00
1.52; 0.00
1.52; 0.00
1.52; 0.00
1.53; 0.00
1.53; 0.00
1.53; 0.00
1.54; 0.00
1.54; 0.00
1.55; 0.00
1.55; 0.00
1.56; 0.00
1.56; 0.00
1.57; 0.00
1.57; 0.00
1.57; 0.00
1.59; 0.00
1.59; 0.00
1.59; 0.00
1.59; 0.00
1.61; 0.00
1.62; 0.00
1.62; 0.00
1.63; 0.00
1.64; 0.00
1.64; 0.00
1.64; 0.00
1.65; 0.00
1.65; 0.00
1.66; 0.00
1.66; 0.00
1.66; 0.00
1.67; 0.00
1.68; 0.00
1.68; 0.00
1.69; 0.00
1.69; 0.00
1.69; 0.00
1.69; 0.00
1.70; 0.00
1.70; 0.00
1.71; 0.00
1.71; 0.00
1.71; 0.00
1.72; 0.00
1.72; 0.00
1.75; 0.00
1.76; 0.00
1.76; 0.00
1.76; 0.00
1.78; 0.00
1.79; 0.00
1.81; 0.00
1.81; 0.00
1.82; 0.00
1.83; 0.00
1.84; 0.00
1.84; 0.00
1.84; 0.00
1.85; 0.00
1.85; 0.00
1.85; 0.00
1.85; 0.00
1.86; 0.00
1.86; 0.00
1.86; 0.00
1.87; 0.00
1.87; 0.00
1.87; 0.00
1.87; 0.00
1.87; 0.00
1.88; 0.00
1.88; 0.00
1.88; 0.00
1.88; 0.00
1.89; 0.00
1.89; 0.00
1.90; 0.00
1.90; 0.00
1.90; 0.00
1.90; 0.00
1.91; 0.00
1.91; 0.00
1.91; 0.00
1.91; 0.00
1.91; 0.00
1.92; 0.00
1.92; 0.00
1.92; 0.00
1.92; 0.00
1.92; 0.01
1.92; 0.01
1.93; 0.01
1.93; 0.01
1.93; 0.01
1.93; 0.01
1.93; 0.01
1.94; 0.01
1.94; 0.01
1.94; 0.01
1.94; 0.01
1.94; 0.01
1.95; 0.01
1.95; 0.01
1.95; 0.01
1.95; 0.01
1.95; 0.01
1.95; 0.01
1.96; 0.01
1.96; 0.01
1.96; 0.01
1.96; 0.01
1.96; 0.01
1.96; 0.01
1.96; 0.01
1.97; 0.01
1.97; 0.01
1.97; 0.01
1.97; 0.01
1.97; 0.01
1.97; 0.01
1.98; 0.01
1.98; 0.01
1.98; 0.01
1.98; 0.01
1.98; 0.01
1.98; 0.01
1.99; 0.01
1.99; 0.01
1.99; 0.01
1.99; 0.01
1.99; 0.01
1.99; 0.01
1.99; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.00; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.01; 0.01
2.02; 0.01
2.02; 0.01
2.02; 0.01
2.02; 0.01
2.02; 0.01
2.02; 0.01
2.02; 0.01
